Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_zh,SubCategory_zh,Synonyms_zh,,
CLOTH,MOVEMENT,CLOTHMvmt,CLOTH,Varied cloth movement except flapping which has its own category. Variety of cloth movement. Cloth zuzz. See also CLOTH-FLAP.,"Adjusting, Apparel, Apron, Arranging, Banner, Bib, Billow, Billowing, Blanket, Bunching, Burlap, Canvas, Clothe, Cotton, Crumpling, Drape, Draping, Dress, Fabric, Fabrics, Flag, Flannel, Flapping, Flow, Flutter, Fluttering, Folding, Garment, Gathering, Gown, Hang, Jacket, Jeans, Khaki, Lace, Laundry, Linen, Material, Microfiber, Movement, Muslin, Nylon, Oilcloth, Oilskin, Pants, Pillowcase, Pleating, Polyester, Positioning, Rag, Rayon, Repositioning, Ripple, Robe, Ruffle, Ruffling, Rustle, Rustling, Scrunch, Scrunching, Settling, Sheet, Shifting, Shirt, Silk, Skirt, Smoothing, Spreading, Stretching, Sway, Swaying, Swing, Swish, Tablecloth, Terry, Textile, Towel, Tucking, Tugging, Undulate, Unfolding, Waving, Wool, Woven, Zuzz",布料,移动,嗖嗖、 沙沙声、 皱褶、 摩擦,,
CLOTH,RIP,CLOTHRip,CLOTH,"Various cloth rips and tears, short to long. Velcro would best fit here too.","Apart, Apparel, Apron, Banner, Bib, Blanket, Breach, Burlap, Canvas, Clothe, Cotton, Cut, Dissect, Dress, Fabric, Fabrics, Flag, Flannel, Garment, Gash, Gown, Incise, Jacket, Jeans, Khaki, Lace, Lacerate, Laundry, Linen, Material, Microfiber, Muslin, Nylon, Oilcloth, Oilskin, Pants, Perforate, Pillowcase, Polyester, Puncture, Rag, Rayon, Rend, Rip, Ripped, Ripper, Ripping, Rive, Robe, Sever, Sheet, Shirt, Shred, Shredded, Silk, Skirt, Slash, Sunder, Tablecloth, Tattered, Tatters, Tear, Tearing, Terry, Textile, Towel, Velcro, Wool, Woven",布料,撕扯,撕裂、魔术贴,,
COMMUNICATIONS,AUDIO VISUAL,COMAv,COM,"Various AV devices such a projector or tape recorder, video cameras here too. Some overlap or confusion with COMMUNICATIONS-CAMERA.","16mm, 8mm, Amplification, Amplifier, Audio, Audiovisual, Aural, AV, Betamax, Bias, Bolex, Cables, Camcorder, Camera, Cassette, CD, Cinematography, Conferencing, Device, Digital, Dollies, Film, Filming, Footage, Hypermedia, Ipod, Laserdisc, Media, Mixer, Monitoring, Motion, Multimedia, Nagra, Picture, Playback, Player, Presentation, Projector, Radiotelephone, Receiver, Recorder, Reel, Render, Slide, Sound, Spooling, Streaming, System, Tape, Taping, Telecommunication, Television, To, Transient, Tripod, VCR, Video, Videocam, Videophone, Visual, Walkman, Wall",通讯,影视设备,电影摄影机、  胶片相机、 投影仪、 录音机、 磁带机、 随身听、 CD 播放器、 录像机、 播放器、 幻灯机、 ipod、DVD、VCD、蓝光机,,
COMMUNICATIONS,CAMERA,COMCam,COM,"Still camera shutters, automatic winding, old flash-bulbs. Movie and video cameras to COMMUNICATIONS-AV.","120mm, 35mm, Action, Autofocus, Body, Bulb, Cam, Camara, Camera, Cameraman, Cameramen, Cameraperson, Camra, Canon, CCTV, Digicam, Digital, DSLR, Film, Flash, Format, Fuji, Fujifilm, Hasselblad, Image, Imaging, Instant, Kodak, Leica, Lens, Lense, Mamiya, Medium, Minicam, Nikon, Olympus, Photo, Photog, Photograph, Photographer, Photographic, Photographing, Photography, Picture, Pictures, Point-And-Shoot, Polaroid, Sensor, Shutter, SLR, Sony, Surveillance, Trail, Viewfinder, Webcam, Winding",通讯,照相机,相机快门、对焦、闪光灯、柯达、尼康、佳能、奥林巴斯、柯达、富士、富士胶片、玛米亚、哈苏、徕卡,,
COMMUNICATIONS,CELLPHONE,COMCell,COM,"Cellphones and Smartphones., clicks and rings, tones.","Android, Blackberry, Calling, Cameraphone, Carphone, Cell, Cellular, Femtocell, Flip, Galaxy, Handsfree, Iphone, Mobile, Motorola, Nokia, Phone, Pocketphone, Portability, Roaming, Screenphone, SIM, Smartphone, Wireless, Wristphone",通讯,手机,手机、 智能手机、 iphone、 黑莓手机、 翻盖手机、 安卓,,
COMMUNICATIONS,MICROPHONE,COMMic,COM,Feedback and mic bumps and handling. Megaphones would go here too.,"Cardioids, Dictaphone, Electret, Feedback, Handling, Headsets, Hydrophone, Hypercardioid, Lapel, Larsen, Lavalier, Lavaliere, Lectern, Megaphone, Mic, Microphone, Mics, Mike, Mikes, Podium, Preamplifier, Tap, Transducer",通讯,麦克风,麦克风啸叫、麦克风杂音、扩音器,,
COMMUNICATIONS,MISC,COMMisc,COM,Communication sounds not fitting another category in this list.,"Comm, Communicator, Fax, Miscellaneous, Newsletter, Reporting, Telecom, Telecommunication, Telecommunications, Telecoms, Telematics, Transmittal, Transmitted",通讯,其它,各种各样的,,
COMMUNICATIONS,PHONOGRAPH,COMPhono,COM,"Turntable, Victrola, motors and mechanics. STATIC has its own subcategory here.","33, 45, 78, Audion, Changer, Cinematograph, Edison, EP, Gramophone, Gramophones, Graphogram, Graphophone, Jukebox, Jukeboxes, Kinetoscope, LP, Orchestrion, Phonautograph, Phono, Phonogram, Phonographic, Phonography, Phonorecord, Photophone, Pianola, Player, Portable, Radiogram, Record, Stereophonic, Stereopticon, Stylus, Turntable, Turntables, Victrola, Vinyl",通讯,留声机,转盘、留声机、 黑胶唱片,,
COMMUNICATIONS,RADIO,COMRadio,COM,"Tuning, radio and shortwave sounds. STATIC has its own subcategory here. A radio broadcast would go here too. Overlap with VOICES-FUTZED.","Airing, Airwaves, AM, Antenna, BBC, Boombox, Broadcast, Broadcaster, Broadcasting, Car, Clock, Communications, FM, Futz, HD, Longwave, Newscasting, Portable, Radar, Radial, Radiocast, Radiocommunication, Radiofrequency, Radiophonic, Radiotelegraph, Radiotelegraphy, Radiotelephone, Receiver, Receiving, Shortwave, Side-Band, Signal, Siriusxm, Squelch, Station, Tabletop, Transmission, Tuner, Tuning, Waves, Weather, Wireless",通讯,收音机,调谐、收音机、短波、白噪、信号、电台、通讯,,
COMMUNICATIONS,STATIC,COMStatic,COM,"Static from any electronic source, radio, CB, television, optical noise, phonograph noise.","Aliasing, Brown, Buzz, Crackle, Crunchy, Electrostatic, Fuzz, Hiss, Hum, Interference, Noise, Noisy, Pink, Radio, Scramble, Squelched, TV, White",通讯,干扰,噪音,,
COMMUNICATIONS,TELEMETRY,COMTelm,COM,"Fax machine tones, modem tones, telegraph, teletype. UI is it's own category","Analog, Analytics, Code, Comms, Data, Datalink, Datalogger, Dataloggers, Digital, Downlink, Downlinks, FSK, GPS, Modem, Monitoring, Morse, PPM, PSK, Ranging, Readout, Readouts, Satellites, Sensors, SOS, Spectrum, Telegraph, Tracker, Trackers, Tracking, Transmission, Uplinking",通讯,无线电,莫尔斯电码、电报、遥测、读数、sos,,
COMMUNICATIONS,TELEPHONE,COMTelph,COM,Old school rotary dial and digital telephones. Technically any telephone that isn't a mobile or cell phone.,"Answerphone, Autodial, Calling, Cord, Cordless, Dial, Dialer, Dialing, Directory, Handset, Helpdesk, Helpline, Hotline, Hotlines, Interphone, Key, Landline, Number, Numero, Pad, Payphone, Phone, Phonecall, Phoned, Phoneline, Phoning, Push-Button, Radiotelephone, Radiotelephony, Receiver, Rotary, Speakerphone, Switchboard, Switchboards, Tel, Tele, Telecom, Telecommunication, Telecommunications, Teleconference, Teleconferencing, Telefonica, Telemarketing, Telephonic, Telephonically, Telephonist, Telephonists, Telephony, Touch-Tone, Touchtone, Voicemail",通讯,电话,拨号、公用电话、旋转拨号、键盘、座机、有线电话,,
COMMUNICATIONS,TELEVISION,COMTv,COM,"Television programs, on and off, channel changes, TV Remote controls. STATIC has its own subcategory here. A television broadcast would go here too. Overlap with VOICES-FUTZED.","4K, Advertising, Antenna, Broadcast, Broadcaster, Channel, Commercials, CRT, Curved, Dial, Documentaries, Drama, Emissions, Flatscreen, Futz, HDR, LCD, LED, Movies, News, Newscaster, OLED, Opera, Plasma, Program, Programming, QLED, Remote, Show, Sitcom, Sitcoms, Smart, Soap, Sports, Talk, Teevee, Teleshopping, Televised, Television, Telly, Tube, TV, UFH, VHF, Viewing",通讯,电视机,电视、遥控器、拨号、节目、节目、futz,,
COMMUNICATIONS,TRANSCEIVER,COMTran,COM,"Walkie Talkies, CBs, Ham Radios, all two-way transceivers and radios go here. Put voices into VOICES-FUTZED.","Allonge, Antenna, Array, Bleep, Broadcast, CB, Collect, Collecting, Compander, Converter, Cradle, Cross, Directional, Dispatch, Downlink, Ear, Frequency, Ham, Heterodyne, Intercom, Keying, Lead, Modulation, Multipath, Omnidirectional, Racon, Radar, Radio, Radiogram, Radioman, Radios, Radiosonde, Receive, Received, Receiver, Receiving, Rig, Satellite, Signal, Squelch, Talkies, Transmitter, Transponder, Two-Way, Walkie, Wavelength, Wireless",通讯,信号收发机,对讲机、cb、业余无线电、收发器、静噪、对讲、调度,,
COMMUNICATIONS,TYPEWRITER,COMType,COM,"Old school typewriters, not modern computer keyboards.","Braillewriter, Brother, Carriage, Corona, Daisywheel, Electric, Keyboard, Knob, Manual, Mimeographs, Olivetti, Olympia, Platen, Platten, Portable, Return, Ribbon, Royal, Smith-Corona, Stenograph, Stenographer, Tabulator, Teleprinter, Teletype, Teletypes, Teletypewriters, Treadle, Typeball, Typebar, Typebars, Typeface, Typehead, Typewrite, Typewriter, Typewritten, Typist, Typists, Typograph, Typographer, Underwood",通讯,打字机,打字机、电传打字机、回车、压板旋钮,,
COMPUTERS,HARD DRIVE,CMPTDriv,CMPT,"Laptop or other hard drive seeking sounds, data reading.","Boot, Data, Disc, Disk, Firewire, Floppy, Gigabytes, Grind, Hard, HDD, IDE, Magnetic, Megabytes, NAS, RAID, SATA, SCSI, Search, SSD, Storage, Terabytes, Thunderbolt",电脑,硬盘,跳过、搜索、研磨、硬盘、硬盘,,
COMPUTERS,KEYBOARD & MOUSE,CMPTKey,CMPT,"Typing on computer keyboard, and mouse movement.","Bluetooth, Clicking, Cursor, Device, Ergonomic, Input, Keyboard, Keypad, Keys, Keystroke, Magic, Mechanical, Mice, Mouse, Numeric, Optical, QWERTY, Touchpad, Trackball, Trackpad, Typing, Wired, Wireless",电脑,键鼠,键盘、鼠标、鼠标、触控板,,
COMPUTERS,MISC,CMPTMisc,CMPT,Computer sounds not fitting another category in this list. Printers would go to MACHINES-OFFICE.,"Calculation, Computing, CPU, Cybercrime, Cyberspace, Desktop, Desktops, Gadget, Laptop, Mainframe, Palm, Pc, Peripheral, Pilot, Pocket, Software, Supercomputer, Tablet, Tech",电脑,其它,掌上电脑、掌上电脑,,
CREATURES,AQUATIC,CREAAqua,CREA,"Giant mutant squids or sea monsters, kraken, leviathans.","Aquatic, Creature, Cthulhu, Giant, Hydra, Kelpie, Kraken, Leviathan, Loch, Marine, Mermaid, Monster, Naga, Ness, Nessie, Oceanic, Sea, Serpent, Siren, Squid",生物,水生,海妖、美人鱼、巨型鱿鱼,,
CREATURES,AVIAN,CREAAvian,CREA,"Alien or Fantasy birds, or weird birdlike creatures. A giant mutant parakeet would go here.","Alien, Beaked, Birds, Extraterrestrial, Fantasy, Feathered, Flying, Garuda, Griffin, Harpy, Hippogriff, Monster, Phoenix, Roc, Simurgh, Thunderbird, Winged",生物,奇幻禽类,外星鸟类、幻想的鸟类、奇幻鸟类,,
CREATURES,BEAST,CREABeast,CREA,"Big four legged creatures and beasts. Wooly Mammoth, a mutant elephant, Mumakil.","Abomination, Beast, Cerberus, Chupacabra, Creature, Cryptid, Mammoth, Minotaur, Monster, Mumakil, Quadruped, Sasquatch, Unicorn, Wooly, Yeti",生物,野兽,猛犸象、长毛象,,
CREATURES,BLOB,CREABlob,CREA,"Gelatinous and gooey type creatures, gelatinous cube.","Amorphous, Blob, Blobby, Formless, Gelatinous, Gloop, Gooey, Goop, Jelly-Like, Mass, Monster, Ooze, Shapeless, Slime, Slimy, Viscous",生物,黏体生物,变形怪体、粘稠状的生物,,
CREATURES,DINOSAUR,CREADino,CREA,"Dinosaurs of all types, Jurassic Park.","Allosaur, Allosaurus, Ankylosaurus, Anteosaur, Apatosaurus, Archaeopteryx, Archosaur, Argentinosaur, Beastie, Brachiosaurus, Brontosaur, Brontosaurs, Brontosaurus, Carnosaur, Cerapodan, Ceratopsian, Deinosaur, Dino, Dinocarid, Dinoceratan, Dinos, Dinosauriform, Dinosauromorph, Dinosaurus, Dinotherium, Diplodocus, Duckbilled, Exhibition, Fossil, Fossilised, Fossilized, Fossils, Hadrosaur, Hadrosaurs, Hung, Ichthyosaur, Ichthyosaurus, Iguanodon, Jurassic, Mesosaur, Mesosaurid, Mesozoic, Mosasaur, Non, Nothosaur, Ornithischian, Ornithopod, Oviraptor, Palaeontologist, Palaeontology, Palaeosaur, Paleontologist, Paleontology, Parasaurolophus, Pelagosaur, Plateosaur, Plesiosaur, Prehistoric, Prosauropod, Protorosaur, Pteranodon, Pterodactyl, Pterodactyls, Pterosaur, Pterosaurs, Raptor, Reptile, Rex, Rhynchosaur, Saurian, Saurians, Saurischian, Sauropod, Sauropods, Saurs, Segnosaurid, Spinosaur, Spinosaurid, Spinosaurus, Stegosaur, Stegosaurs, Stegosaurus, Teleosaur, Therizinosaurid, Theropod, Titanosaur, Triceratops, Trilophosaurid, Tyrannosaur, Tyrannosaurid, Tyrannosaurs, Tyrannosaurus, Velociraptor",生物,恐龙,雷龙、 迅猛龙、 三角龙、 剑龙、 暴龙、 异特龙、 棘龙、 腕龙、 始祖鸟、 翼龙、 翼手龙,,
CREATURES,DRAGON,CREADrgn,CREA,"Game of Thrones, Lord of the Rings, dragons of all types. See also CREATURES-REPTILIAN.","Chimera, Draco, Drago, Dragon, Dragoness, Dragonlike, Dragonslayer, Drake, Firedrake, Hydra, Naga, Serpent, Wyrm, Wyrmling, Wyvern, Wyverns",生物,龙,龙、德雷克、飞龙,,
CREATURES,ELEMENTAL,CREAElem,CREA,"Creatures based on elements, rock giants, fire creatures, ice monsters, such a the Balrog, or a Rock Giant.","Air, Alchemic, Alchemical, Arcane, Crystal, Earth, Fire, Giant, Golem, Ice, Monster, Primal, Primeval, Rock, Shadow, Snow, Water, Wood",生物,精灵生物,岩石怪物、火怪物、冰怪物、岩石巨人、冰巨人、魔像,,
CREATURES,ETHEREAL,CREAEthr,CREA,"Ghosts, spirits, ethereal vocals and wispy movement, apparitions.","Aethereal, Angel, Apparition, Apparitional, Astral, Banshee, Being, Corporeal, Ephemeral, Ethereal, Floaty, Ghost, Ghostlike, Ghosts, Gossamer, Otherworldly, Phantasmal, Phantasmic, Phantom, Poltergeist, Soul, Specter, Spectral, Spirit, Spirits, Vaporous, Vapory, Wisp, Wispy, Wraith",生物,鬼魂,幽灵、鬼魂、空灵的人声、幻影,,
CREATURES,HUMANOID,CREAHmn,CREA,"Human sized mythical creatures, so zombies and vampires, elves etc. Troll, Ogres, Orcs. Two legged creatures.","Bigfoot, Dead, Elf, Frankenstein, Ghoul, Living, Mummy, Ogre, Orcs, Swamp, Tengu, Thing, Troll, Undead, Vampire, Werewolf, Witch, Zombie",生物,类人动物,僵尸、亡灵、活死人、食尸鬼、吸血鬼、精灵、兽人、食人魔、巨魔、天狗、妖精、大脚怪、沼泽物、狼人、科学怪人、木乃伊,,
CREATURES,INSECTOID,CREAInsc,CREA,Giant spiders or other insect like creatures. The creature from The Fly. A giant Tarantula.,"Ant, Arachnid, Giant, Spider, Wasp",生物,巨型昆虫,巨型蚂蚁、巨型蜘蛛,,
CREATURES,MISC,CREAMisc,CREA,Creature sounds not fitting another category in this list.,"Cryptids, Folklore, Miscellaneous, Mythical, Mythological",生物,其它,不符合列表中分类的其他生物,,
CREATURES,MONSTER,CREAMnstr,CREA,"Godzilla, scary monsters, horror monsters. See also CREATURES-HUMANOID.","Behemoth, Chupacabra, Godzilla, King, Kong, Rancor, Xenomorph, Yeti",生物,怪兽,哥斯拉、 金刚、 庞然大物、 异形,,
CREATURES,REPTILIAN,CREARept,CREA,"Giant lizards and snakes, large giant hissing monsters.","Basilisk, Giant, Gorgon, Lizard, Medusa, Serpent, Serpentine, Snake",生物,巨型爬行生物,巨蜥、 巨蛇、 嘶声怪,,
CREATURES,SMALL,CREASmall,CREA,"Specifically small mythical creatures. Fairies, pixies, small rodent like creatures, etc. Distinguished by small size.","Brownie, Cupid, Elf, Elves, Fairy, Fraggle, Gnome, Gremlin, Hobgoblin, Imp, Leprechaun, Nymph, Pixie, Sprite",生物,小型神话生物,仙女、小精灵、类啮齿类的小生物,,
CREATURES,SOURCE,CREASrce,CREA,"Source recordings meant for creature design, like prop recordings, human voice packs for design, etc.","Barks, Bellows, Breath, Call, Caw, Chatters, Chitter, Click, Cries, Cry, Effort, Groans, Growls, Grunt, Grunts, Gurgles, Guttural, Hiss, Hisses, Howls, Moans, Mouth, Roars, Scream, Screams, Screech, Screeches, Shrieks, Snarls, Squawk, Squeal, Wails, Whine, Whispers, Yowls",生物,人声包,吠声、呼吸声、呼叫、鸣叫、叽叽喳喳、咔嗒声、哭泣、咕噜声、嘶嘶声、嚎叫声、咆哮声、喉音、呻吟声、用口型默示、咆哮声、尖叫声、长声尖叫、呜呜声,,
CROWDS,ANGRY,CRWDAngr,CRWD,"Crowds of upset or angry people, as in a riot, protest, a schoolyard fight. See also AMBIENCE-PROTEST.","Agitated, Audience, Congregation, Demonstrators, Enraged, Furious, Gathering, Hooligan, Horde, Hostile, Incensed, Infuriated, Looters, Mad, Mob, Multitude, Outraged, Protest, Protesters, Riot, Rioters, Rowdy, Shout, Throng, Violent, Wrathful",人群,愤怒,骚乱、暴动、抗议、校园暴力,,
CROWDS,APPLAUSE,CRWDApls,CRWD,Crowds where the applause is predominantly featured. Use CROWDS-CHEERING for recordings that are mainly vocals.,"Acclaimed, Adulation, Applaud, Applauded, Applauding, Applause, Appreciated, Appreciating, Appreciative, Audience, Cheer, Cheering, Cheers, Clap, Clapping, Congratulation, Congregation, Encore, Enthusiastic, Gathering, Golf, Grandstand, Grandstander, Grandstanding, Hand, Hand-Clapping, Handclap, Horde, Multitude, Ovation, Praise, Slow, Throng",人群,喝彩,掌声、欢呼、鼓掌,,
CROWDS,BATTLE,CRWDBatl,CRWD,"Crowds in battle, fighting, yelling screaming, dying. If including gunfire, explosions. use AMBIENCE-WARFARE.","Army, Battalion, Battle, Chants, Charge, Charging, Combat, Conflict, Cries, Dying, Fighting, Horde, Infantry, Massacre, Melee, Multitude, Rally, Screaming, Scuffle, Shootout, Shout, Shouts, Showdown, Throng, Troop, Trooping, Troops, War, Yells",人群,打斗,战斗呐喊、喊叫、冲锋、集结、军队、战斗、混战、战争、尖叫、死亡,,
CROWDS,CELEBRATION,CRWDCele,CRWD,"Crowds celebrating holidays, parties, rowdy crowds. If not clean, use AMBIENCE-CELEBRATION.","Audience, Awards, Birthday, Celebrate, Celebrating, Celebratory, Christmas, Election, Excited, Festive, Holiday, Jubilant, New, Parade, Party, Revel, Revelers, Rowdy, Victory, Years",人群,庆祝,庆祝、节日、派对、喧闹、生日、新年、圣诞节、游行,,
CROWDS,CHEERING,CRWDCheer,CRWD,"Could include applause, but cheering crowds where the crowd vocals are predominant. Overlap with CROWDS-CELEBRATION.","Audience, Awards, Celebratory, Chants, Cheerful, Cheering, Concert, Elated, Euphoric, Excited, Exultant, Graduation, Happy, Joyful, Jubilant, Parade, Political, Rally, Rejoicing, Roaring, Rousing, Sports, Stadium, Swells, Victory, Whooping",人群,欢呼,欢呼、音乐会、体育场、观众、欢呼、声浪、颂歌,,
CROWDS,CHILDREN,CRWDChld,CRWD,"Relatively clean vocals of children together, playing in a playground, in a school classroom, recess, school hallway. See also AMBIENCE-SCHOOL.","Babies, Children, Daycare, Elementary, Highschool, Infants, Juveniles, Kids, Kindergarten, Little, Minors, Ones, Park, Play, Playground, Playgroup, Playing, Recess, School, Schoolyard, Tag, Toddlers, Tots, Youngsters, Youths",人群,儿童,操场、课间休息、孩子们玩耍、公园、玩游戏、捉人游戏,,
CROWDS,CONVERSATION,CRWDConv,CRWD,"A small enough group chat that you can discern words, smaller and less active than a walla. A chatter.","Casual, Chat, Chatter, Chitchat, Colloquy, Communication, Confabulation, Conversation, Conversations, Converse, Dialogue, Discussion, Exchange, Informal, Parley, Small, Socializing, Sparse, Talk, Verbalization, Walla",人群,谈话,喋喋不休、聊天、谈话、稀疏的瓦拉、交谈、谈话,,
CROWDS,LAUGHTER,CRWDLaff,CRWD,"Crowds laughing, a comedy show, canned television laughter, groups of kids laughing, at a party for example.","Amusement, Cackles, Canned, Chortles, Chuckles, Club, Comedy, Funny, Giggles, Guffaws, Ha-Ha, Hilarity, Jest, Joke, Laugh, Mirth, Snickers, Track, Uproar",人群,笑,电视节目、罐头笑声、喜剧俱乐部、笑料,,
CROWDS,LOOP GROUP,CRWDLoop,CRWD,"For loop group type walla, usually performed for or to picture, specific environments, specific callouts. See also ARCHIVED-LOOP GROUP for official loop group recordings.","Actor, Actors, ADR, Canned, Cast, Conversations, Dubbing, Extras, Group, Indistinct, Loop, Performers, Walla",人群,循环群杂,循环组、ADR、预录音效,,
