raw,canonical,slot,note
签字笔,WRITING,detail,ucs_synonym_zh
管铃,BELLS,detail,ucs_synonym_zh
箭头,ARROW,detail,ucs_synonym_zh
箭栓,ARROW,detail,ucs_synonym_zh
箭羽,ARROW,detail,ucs_synonym_zh
箭袋,ARROW,detail,ucs_synonym_zh
箱子,FURNITURE,detail,ucs_synonym_zh
箱式卡车,FREIGHT,detail,ucs_synonym_zh
箱式风扇,FAN,detail,ucs_synonym_zh
篝火灯,TORCH,detail,ucs_synonym_zh
篮球,SPORT,detail,ucs_synonym_zh
米格,MILITARY,detail,ucs_synonym_zh
类啮齿类的小生物,SMALL,detail,ucs_synonym_zh
粉碎,BREAK,detail,ucs_synonym_zh
粉碎机,OFFICE,detail,ucs_synonym_zh
粉红噪声,TEST TONE,detail,ucs_synonym_zh
粒子,ENERGY,detail,ucs_synonym_zh
粘性物,MOVEMENT,detail,ucs_synonym_zh
粘液,OOZE,detail,ucs_synonym_zh
粘稠,LAVA,detail,ucs_synonym_zh
粘稠状的生物,BLOB,detail,ucs_synonym_zh
精灵,HUMANOID,detail,ucs_synonym_zh
精神的,ANGELIC,detail,ucs_synonym_zh
糊状,MUD POTS,detail,ucs_synonym_zh
素材,SCENE,detail,ucs_synonym_zh
素材导出,BOUNCE,detail,ucs_synonym_zh
索具,MECHANISM,detail,ucs_synonym_zh
索道缆车,TRAM,detail,ucs_synonym_zh
紧张,DRONE,detail,ucs_synonym_zh
紧急出口,DOOR,detail,ucs_synonym_zh
紧绷,CREAK,detail,ucs_synonym_zh
紧缩,BREAK,detail,ucs_synonym_zh
繁华,URBAN,detail,ucs_synonym_zh
红树林,SWAMP,detail,ucs_synonym_zh
红隼,BIRD OF PREY,detail,ucs_synonym_zh
纯音,TONAL,detail,ucs_synonym_zh
纳伊笛,WOODWIND,detail,ucs_synonym_zh
纳斯卡,RACING,detail,ucs_synonym_zh
纸张击打,IMPACT,detail,ucs_synonym_zh
纸托盘,OFFICE,detail,ucs_synonym_zh
纸板,PACKAGING,detail,ucs_synonym_zh
线圈,ELECTROMAGNETIC,detail,ucs_synonym_zh
线船,FISHING,detail,ucs_synonym_zh
线轴,ROLLER,detail,ucs_synonym_zh
线锯,POWER,detail,ucs_synonym_zh
练习球,GYM,detail,ucs_synonym_zh
细剑,SWORD,detail,ucs_synonym_zh
细粒,DUST,detail,ucs_synonym_zh
细语,BABY,detail,ucs_synonym_zh
细读,HANDLE,detail,ucs_synonym_zh
终点站,TRANSPORTATION,detail,ucs_synonym_zh
终结,GLITCH,detail,ucs_synonym_zh
经过处理的,VOCAL,detail,ucs_synonym_zh
绒鸭,FOWL,detail,ucs_synonym_zh
绕组,MECHANICS,detail,ucs_synonym_zh
绘图仪,OFFICE,detail,ucs_synonym_zh
绞盘,RATCHET,detail,ucs_synonym_zh
统治,BRIDLE & TACK,detail,ucs_synonym_zh
绳索,MECHANISM,detail,ucs_synonym_zh
维京剑,SWORD,detail,ucs_synonym_zh
绵羊,FARM,detail,ucs_synonym_zh
绿洲,DESERT,detail,ucs_synonym_zh
缝纫机,ANTIQUE,detail,ucs_synonym_zh
缩放,MOTION,detail,ucs_synonym_zh
缰绳,BRIDLE & TACK,detail,ucs_synonym_zh
罐头笑声,LAUGHTER,detail,ucs_synonym_zh
罐头食品,INGREDIENTS,detail,ucs_synonym_zh
罐子,GLASSWARE,detail,ucs_synonym_zh
罗兰,SYNTHESIZED,detail,ucs_synonym_zh
罗马蜡烛,RECREATIONAL,detail,ucs_synonym_zh
羊角号,TRADITIONAL,detail,ucs_synonym_zh
羊蹄拨浪鼓,SHAKEN,detail,ucs_synonym_zh
羊驼,FARM,detail,ucs_synonym_zh
美人鱼,AQUATIC,detail,ucs_synonym_zh
美国职业棒球大联盟,SPORT,detail,ucs_synonym_zh
美国航空航天局,ROCKET,detail,ucs_synonym_zh
美工刀,KNIFE,detail,ucs_synonym_zh
美洲狮,CAT WILD,detail,ucs_synonym_zh
美洲虎,CAT WILD,detail,ucs_synonym_zh
美洲驼,FARM,detail,ucs_synonym_zh
美纹纸胶带,TAPE,detail,ucs_synonym_zh
美食酒吧,RESTAURANT & BAR,detail,ucs_synonym_zh
羚羊,WILD,detail,ucs_synonym_zh
群山,ALPINE,detail,ucs_synonym_zh
翅膀,FLAP,detail,ucs_synonym_zh
翻盖手机,CELLPHONE,detail,ucs_synonym_zh
翻转,RELAY,detail,ucs_synonym_zh
翼手龙,DINOSAUR,detail,ucs_synonym_zh
翼龙,DINOSAUR,detail,ucs_synonym_zh
老式科幻,RETRO,detail,ucs_synonym_zh
老爷车,ANTIQUE,detail,ucs_synonym_zh
老虎,CAT WILD,detail,ucs_synonym_zh
老虎机,CASINO,detail,ucs_synonym_zh
老西部,HISTORICAL,detail,ucs_synonym_zh
老鼠,RODENT,detail,ucs_synonym_zh
考拉,WILD,detail,ucs_synonym_zh
耕作,FARM,detail,ucs_synonym_zh
耕种机,GARDEN,detail,ucs_synonym_zh
耙子,GARDEN,detail,ucs_synonym_zh
耳环,JEWELRY,detail,ucs_synonym_zh
耳语,VOCAL,detail,ucs_synonym_zh
耳鸣,TONAL,detail,ucs_synonym_zh
聊天,CONVERSATION,detail,ucs_synonym_zh
肉类,INGREDIENTS,detail,ucs_synonym_zh
肠子,SOURCE,detail,ucs_synonym_zh
肢解,STAB,detail,ucs_synonym_zh
胀气,REAL,detail,ucs_synonym_zh
背带,FASHION,detail,ucs_synonym_zh
胡同猫,CAT DOMESTIC,detail,ucs_synonym_zh
胡言乱语,BABY,detail,ucs_synonym_zh
胶原蛋白/水解胶原蛋白,OOZE,detail,ucs_synonym_zh
胶囊,CONTAINER,detail,ucs_synonym_zh
胶布,TAPE,detail,ucs_synonym_zh
胶带,TAPE,detail,ucs_synonym_zh
胶水,TAPE,detail,ucs_synonym_zh
胶片相机,AUDIO VISUAL,detail,ucs_synonym_zh
胸甲,ARMOR,detail,ucs_synonym_zh
能量冲击,IMPACT,detail,ucs_synonym_zh
脱壳机,FARM,detail,ucs_synonym_zh
腋窝,DESIGNED,detail,ucs_synonym_zh
腕龙,DINOSAUR,detail,ucs_synonym_zh
腰带,TACTICAL,detail,ucs_synonym_zh
自从车越野赛,BICYCLE,detail,ucs_synonym_zh
自动人行道,ESCALATOR,detail,ucs_synonym_zh
自动售货机,RESTAURANT & BAR,detail,ucs_synonym_zh
自动机,MISC,detail,ucs_synonym_zh
自动演奏钢琴,SONG & PHRASE,detail,ucs_synonym_zh
自动窗,WINDOW,detail,ucs_synonym_zh
自动竖琴,PLUCKED,detail,ucs_synonym_zh
自助餐厅,RESTAURANT & BAR,detail,ucs_synonym_zh
自然灾害,EMERGENCY,detail,ucs_synonym_zh
自行车,BICYCLE,detail,ucs_synonym_zh
自行车铃,MISC,detail,ucs_synonym_zh
自行车链,HANDLE,detail,ucs_synonym_zh
航天飞机,ROCKET,detail,ucs_synonym_zh
航海,NAUTICAL,detail,ucs_synonym_zh
船体,LAP,detail,ucs_synonym_zh
船喇叭,HORN,detail,ucs_synonym_zh
船坞,NAUTICAL,detail,ucs_synonym_zh
船头,NAUTICAL,detail,ucs_synonym_zh
船尾,NAUTICAL,detail,ucs_synonym_zh
船尾甲板,NAUTICAL,detail,ucs_synonym_zh
船波,BOW WASH,detail,ucs_synonym_zh
船浪,BOW WASH,detail,ucs_synonym_zh
船笛,MECHANICAL,detail,ucs_synonym_zh
船舱,NAUTICAL,detail,ucs_synonym_zh
船轮,MECHANISM,detail,ucs_synonym_zh
节奏律动,RHYTHMIC,detail,ucs_synonym_zh
节日,CELEBRATION,detail,ucs_synonym_zh
节目,TELEVISION,detail,ucs_synonym_zh
芝宝牌打火机,IGNITE,detail,ucs_synonym_zh
花园,PARK,detail,ucs_synonym_zh
花园叉,GARDEN,detail,ucs_synonym_zh
花园门,GATE,detail,ucs_synonym_zh
花园雕塑,GARDEN,detail,ucs_synonym_zh
花栗鼠,RODENT,detail,ucs_synonym_zh
花盆,GARDEN,detail,ucs_synonym_zh
苍鹭,WADING,detail,ucs_synonym_zh
苏打水,FIZZ,detail,ucs_synonym_zh
苦恼,PANIC,detail,ucs_synonym_zh
茶壶,MECHANICAL,detail,ucs_synonym_zh
茶室,RESTAURANT & BAR,detail,ucs_synonym_zh
草原,GRASSLAND,detail,ucs_synonym_zh
草原土拨鼠,RODENT,detail,ucs_synonym_zh
草地,GRASSLAND,detail,ucs_synonym_zh
草沙沙声,GRASS,detail,ucs_synonym_zh
草甸,GRASSLAND,detail,ucs_synonym_zh
草稿,INTERIOR,detail,ucs_synonym_zh
荒地,DESERT,detail,ucs_synonym_zh
荡漾,LAP,detail,ucs_synonym_zh
药盒,CONTAINER,detail,ucs_synonym_zh
莫尔斯电码,TELEMETRY,detail,ucs_synonym_zh
菲菲笛,WOODWIND,detail,ucs_synonym_zh
萨克斯管,BRASS,detail,ucs_synonym_zh
落下,MOVEMENT,detail,ucs_synonym_zh
落叶,FOREST,detail,ucs_synonym_zh
落基山脉,ALPINE,detail,ucs_synonym_zh
葡萄园,FARM,detail,ucs_synonym_zh
蒸汽喷口,FUMAROLE,detail,ucs_synonym_zh
蒸汽明轮船,STEAM,detail,ucs_synonym_zh
蒸汽机,STEAM,detail,ucs_synonym_zh
蒸汽火车,STEAM,detail,ucs_synonym_zh
蒸馏机,INDUSTRIAL,detail,ucs_synonym_zh
蓝光机,AUDIO VISUAL,detail,ucs_synonym_zh
蓝天使特技飞行队,MILITARY,detail,ucs_synonym_zh
蔬菜,INGREDIENTS,detail,ucs_synonym_zh
薮猫,CAT WILD,detail,ucs_synonym_zh
藏狐,DOG WILD,detail,ucs_synonym_zh
虎鲸,AQUATIC,detail,ucs_synonym_zh
蚂蜂,INSECT,detail,ucs_synonym_zh
蚱蜢,INSECT,detail,ucs_synonym_zh
蛆虫,INSECT,detail,ucs_synonym_zh
蛊惑,SPELL,detail,ucs_synonym_zh
蜂巢,INSECT,detail,ucs_synonym_zh
蜜獾,WILD,detail,ucs_synonym_zh
蜜蜂,INSECT,detail,ucs_synonym_zh
蜻蜓,INSECT,detail,ucs_synonym_zh
蝗虫,INSECT,detail,ucs_synonym_zh
蝴蝶,INSECT,detail,ucs_synonym_zh
蝴蝶刀,KNIFE,detail,ucs_synonym_zh
蝾螈,AMPHIBIAN,detail,ucs_synonym_zh
融化,ACID,detail,ucs_synonym_zh
螳螂,INSECT,detail,ucs_synonym_zh
螺丝刀,HAND,detail,ucs_synonym_zh
螺旋桨喷气发动机,PROP,detail,ucs_synonym_zh
螺栓,MECHANISM,detail,ucs_synonym_zh
螺线管,MOVEMENT,detail,ucs_synonym_zh
蟋蟀,INSECT,detail,ucs_synonym_zh
蟑螂,INSECT,detail,ucs_synonym_zh
蟾蜍,AMPHIBIAN,detail,ucs_synonym_zh
蠕动,CREATURE,detail,ucs_synonym_zh
血压仪,MEDICAL,detail,ucs_synonym_zh
血流,OOZE,detail,ucs_synonym_zh
血液,OOZE,detail,ucs_synonym_zh
血肉,FLESH,detail,ucs_synonym_zh
行李箱,BAG,detail,ucs_synonym_zh
行李袋,LUGGAGE,detail,ucs_synonym_zh
行进圆号,BRASS,detail,ucs_synonym_zh
街区,URBAN,detail,ucs_synonym_zh
街头音乐家,PERFORMANCE,detail,ucs_synonym_zh
衣服摩擦,CLOTH,detail,ucs_synonym_zh
表地面,FEET,detail,ucs_synonym_zh
袋熊,WILD,detail,ucs_synonym_zh
袋鼠,WILD,detail,ucs_synonym_zh
袖扣,JEWELRY,detail,ucs_synonym_zh
袜子,FASHION,detail,ucs_synonym_zh
裁纸机,OFFICE,detail,ucs_synonym_zh
裂开,BREAK,detail,ucs_synonym_zh
裂纹,LAVA,detail,ucs_synonym_zh
裂缝,BREAK,detail,ucs_synonym_zh
装弹,HANDLE,detail,ucs_synonym_zh
装甲运兵车,MILITARY,detail,ucs_synonym_zh
装载,MECHANISM,detail,ucs_synonym_zh
装配线,INDUSTRIAL,detail,ucs_synonym_zh
裤子,ZIPPER,detail,ucs_synonym_zh
西塔琴,PLUCKED,detail,ucs_synonym_zh
西洋双陆棋,BOARD,detail,ucs_synonym_zh
覆盖机,GARDEN,detail,ucs_synonym_zh
观众,CHEERING,detail,ucs_synonym_zh
角马,WILD,detail,ucs_synonym_zh
解耦,MECHANISM,detail,ucs_synonym_zh
触控板,KEYBOARD & MOUSE,detail,ucs_synonym_zh
触电,ARC,detail,ucs_synonym_zh
触碰,HANDLE,detail,ucs_synonym_zh
警察,EMERGENCY,detail,ucs_synonym_zh
警报器,SIREN,detail,ucs_synonym_zh
警车,EMERGENCY,detail,ucs_synonym_zh
警车警笛,SIREN,detail,ucs_synonym_zh
计算机,COMPUTER,detail,ucs_synonym_zh
记号笔,WRITING,detail,ucs_synonym_zh
许可,TRADEMARKED,detail,ucs_synonym_zh
设计的素材,SCENE,detail,ucs_synonym_zh
诊所,HOSPITAL,detail,ucs_synonym_zh
语音益智玩具,ELECTRONIC,detail,ucs_synonym_zh
说唱,KNOCK,detail,ucs_synonym_zh
诺迪克跑步机,GYM,detail,ucs_synonym_zh
读数,TELEMETRY,detail,ucs_synonym_zh
课堂,SCHOOL,detail,ucs_synonym_zh
课间休息,CHILDREN,detail,ucs_synonym_zh
调和,COOKING,detail,ucs_synonym_zh
调整,PRESENCE,detail,ucs_synonym_zh
调谐,RADIO,detail,ucs_synonym_zh
谈话,CONVERSATION,detail,ucs_synonym_zh
谐音,TONAL,detail,ucs_synonym_zh
谜盒,MECHANISM,detail,ucs_synonym_zh
谜箱,MECHANISM,detail,ucs_synonym_zh
谷仓,FARM,detail,ucs_synonym_zh
谷物,INGREDIENTS,detail,ucs_synonym_zh
豚鼠,RODENT,detail,ucs_synonym_zh
豪猪,RODENT,detail,ucs_synonym_zh
豹猫,CAT WILD,detail,ucs_synonym_zh
豺狼,DOG WILD,detail,ucs_synonym_zh
贝雷塔手枪,PISTOL,detail,ucs_synonym_zh
货船,INTERIOR,detail,ucs_synonym_zh
货车门,DOOR,detail,ucs_synonym_zh
货运列车,INTERIOR,detail,ucs_synonym_zh
货运卡车,FREIGHT,detail,ucs_synonym_zh
货运电梯,ELEVATOR,detail,ucs_synonym_zh
质地,DRONE,detail,ucs_synonym_zh
贫民窟,URBAN,detail,ucs_synonym_zh
贫瘠,DESERT,detail,ucs_synonym_zh
购物区,MARKET,detail,ucs_synonym_zh
资产,ASSET,detail,ucs_synonym_zh
资源,ASSET,detail,ucs_synonym_zh
赛伯朋克,SCIFI,detail,ucs_synonym_zh
走廊门,SWINGING,detail,ucs_synonym_zh
走过,GRASS,detail,ucs_synonym_zh
起泡,REACTION,detail,ucs_synonym_zh
起落架,MECHANISM,detail,ucs_synonym_zh
起重机,CONSTRUCTION,detail,ucs_synonym_zh
超声波,MEDICAL,detail,ucs_synonym_zh
超级高铁,HIGH SPEED,detail,ucs_synonym_zh
超轻型,MISC,detail,ucs_synonym_zh
超速自行车,VEHICLE,detail,ucs_synonym_zh
越野车,MOTORCYCLE,detail,ucs_synonym_zh
足球,SPORT,detail,ucs_synonym_zh
跌倒,COLLAPSE,detail,ucs_synonym_zh
跌落,IMPACT,detail,ucs_synonym_zh
跑步,TRACK & FIELD,detail,ucs_synonym_zh
跑步机,GYM,detail,ucs_synonym_zh
路过,GENERIC BY,detail,ucs_synonym_zh
路面,CONCRETE,detail,ucs_synonym_zh
跳棋,BOARD,detail,ucs_synonym_zh
跳蚤市场,MARKET,detail,ucs_synonym_zh
跳过,HARD DRIVE,detail,ucs_synonym_zh
跳远,TRACK & FIELD,detail,ucs_synonym_zh
践踏,ANIMAL,detail,ucs_synonym_zh
踏步台阶机。,GYM,detail,ucs_synonym_zh
踏步机,GYM,detail,ucs_synonym_zh
踏水,MOVEMENT,detail,ucs_synonym_zh
踩踏,ANIMAL,detail,ucs_synonym_zh
蹒跚,HUMAN,detail,ucs_synonym_zh
身体打击,IMPACT,detail,ucs_synonym_zh
身体猛击,BODYFALL,detail,ucs_synonym_zh
躲避球,COURT,detail,ucs_synonym_zh
车内饰,INTERIOR,detail,ucs_synonym_zh
车厂,TRANSPORTATION,detail,ucs_synonym_zh
车库门,ELECTRIC,detail,ucs_synonym_zh
车窗密封条,HARDWARE,detail,ucs_synonym_zh
车窗曲柄,MECHANISM,detail,ucs_synonym_zh
车站,OFFICE,detail,ucs_synonym_zh
车载,INTERIOR,detail,ucs_synonym_zh
车辆鸣笛,SIREN,detail,ucs_synonym_zh
车道,TRAFFIC,detail,ucs_synonym_zh
车门,DOOR,detail,ucs_synonym_zh
转动,ROLLER,detail,ucs_synonym_zh
转向灯,MECHANISM,detail,ucs_synonym_zh
转移,PRESENCE,detail,ucs_synonym_zh
转运体,ENERGY,detail,ucs_synonym_zh
轮床,WHEELED,detail,ucs_synonym_zh
轮椅,WHEELED,detail,ucs_synonym_zh
轮盘赌,CASINO,detail,ucs_synonym_zh
轮箍,TIRE,detail,ucs_synonym_zh
轮胎打滑,SKID,detail,ucs_synonym_zh
轮轴,MECHANICS,detail,ucs_synonym_zh
轮齿,GEARS,detail,ucs_synonym_zh
软坐垫,DESIGNED,detail,ucs_synonym_zh
软泥,MOVEMENT,detail,ucs_synonym_zh
轰炸机,MILITARY,detail,ucs_synonym_zh
轻吻,KISS,detail,ucs_synonym_zh
轻微移动,PRESENCE,detail,ucs_synonym_zh
轻拍,HANDS,detail,ucs_synonym_zh
轿车,ANTIQUE,detail,ucs_synonym_zh
迅猛龙,DINOSAUR,detail,ucs_synonym_zh
过场,SWISH,detail,ucs_synonym_zh
过渡,MORPH,detail,ucs_synonym_zh
运动,CLOTH,detail,ucs_synonym_zh
进攻,WARFARE,detail,ucs_synonym_zh
进食,EATING,detail,ucs_synonym_zh
远洋,NAUTICAL,detail,ucs_synonym_zh
远足,RECREATIONAL,detail,ucs_synonym_zh
连枷,BLUNT,detail,ucs_synonym_zh
连绵起伏的丘陵,RURAL,detail,ucs_synonym_zh
迪士尼乐园,AMUSEMENT,detail,ucs_synonym_zh
迫击炮,COMMERCIAL,detail,ucs_synonym_zh
迷你穆格,SYNTHESIZED,detail,ucs_synonym_zh
逆戟鲸,AQUATIC,detail,ucs_synonym_zh
逆火,JALOPY,detail,ucs_synonym_zh
透明胶带,TAPE,detail,ucs_synonym_zh
通勤列车,ELECTRIC,detail,ucs_synonym_zh
通讯,RADIO,detail,ucs_synonym_zh
速度滑冰,WINTER,detail,ucs_synonym_zh
造船厂,NAUTICAL,detail,ucs_synonym_zh
道路建设,CONSTRUCTION,detail,ucs_synonym_zh
道路施工,CONSTRUCTION,detail,ucs_synonym_zh
遥控器,TELEVISION,detail,ucs_synonym_zh
遥控直升机,RADIO CONTROLLED,detail,ucs_synonym_zh
遥控车,SERVO,detail,ucs_synonym_zh
遥控钥匙,ALARM,detail,ucs_synonym_zh
遥测,TELEMETRY,detail,ucs_synonym_zh
遭遇,WARFARE,detail,ucs_synonym_zh
遮光罩,COVERING,detail,ucs_synonym_zh
遮罩,COVERING,detail,ucs_synonym_zh
遮阳顶,GLASS,detail,ucs_synonym_zh
邻里,SUBURBAN,detail,ucs_synonym_zh
郊区,SUBURBAN,detail,ucs_synonym_zh
郊区公园,PARK,detail,ucs_synonym_zh
部门,OFFICE,detail,ucs_synonym_zh
酒吧,RESTAURANT & BAR,detail,ucs_synonym_zh
酒店,PUBLIC PLACE,detail,ucs_synonym_zh
酒馆,RESTAURANT & BAR,detail,ucs_synonym_zh
酿酒厂,INDUSTRIAL,detail,ucs_synonym_zh
采样循环,LOOP,detail,ucs_synonym_zh
里尔喷气机,INTERIOR,detail,ucs_synonym_zh
里拉琴,PLUCKED,detail,ucs_synonym_zh
里拉铁片琴,PERCUSSION TUNED,detail,ucs_synonym_zh
重击,BOOM,detail,ucs_synonym_zh
重量训练,GYM,detail,ucs_synonym_zh
野兽,CREATURE,detail,ucs_synonym_zh
野狗,DOG WILD,detail,ucs_synonym_zh
野猪,WILD,detail,ucs_synonym_zh
野营炉,GAS,detail,ucs_synonym_zh
野鸭,FOWL,detail,ucs_synonym_zh
金刚,MONSTER,detail,ucs_synonym_zh
金刚狼,WILD,detail,ucs_synonym_zh
金刚鹦鹉,TROPICAL,detail,ucs_synonym_zh
金属框架,METAL,detail,ucs_synonym_zh
金属薄片,SWORD,detail,ucs_synonym_zh
金属门,CREAK,detail,ucs_synonym_zh
金融区,URBAN,detail,ucs_synonym_zh
针叶树,FOREST,detail,ucs_synonym_zh
钉枪,HAND,detail,ucs_synonym_zh
钟琴,BELLS,detail,ucs_synonym_zh
钢片琴,KEYED,detail,ucs_synonym_zh
钢笔,WRITING,detail,ucs_synonym_zh
钢镚儿,COIN,detail,ucs_synonym_zh
钢鼓,PERCUSSION TUNED,detail,ucs_synonym_zh
钥匙圈,KEYS,detail,ucs_synonym_zh
钥匙扣,KEYS,detail,ucs_synonym_zh
钱包,BAG,detail,ucs_synonym_zh
钱轮,CASINO,detail,ucs_synonym_zh
钳子,HAND,detail,ucs_synonym_zh
铁沙铃,SHAKEN,detail,ucs_synonym_zh
铁琴,PERCUSSION TUNED,detail,ucs_synonym_zh
铁皮,METAL,detail,ucs_synonym_zh
铁路道口,GATE,detail,ucs_synonym_zh
铁路道口铃,BELL,detail,ucs_synonym_zh
铁锹,GARDEN,detail,ucs_synonym_zh
铃声,SONG & PHRASE,detail,ucs_synonym_zh
铃铛,CHIME,detail,ucs_synonym_zh
铃鼓,SHAKEN,detail,ucs_synonym_zh
铅球,TRACK & FIELD,detail,ucs_synonym_zh
铜指关节,BLUNT,detail,ucs_synonym_zh
铜管乐,BRAAM,detail,ucs_synonym_zh
铰链,HARDWARE,detail,ucs_synonym_zh
铲子,GARDEN,detail,ucs_synonym_zh
铲车,CONSTRUCTION,detail,ucs_synonym_zh
银器,TABLEWARE,detail,ucs_synonym_zh
银币,COIN,detail,ucs_synonym_zh
铺垫,DESIGNED,detail,ucs_synonym_zh
链锁,HARDWARE,detail,ucs_synonym_zh
锁子甲,ARMOR,detail,ucs_synonym_zh
锁链,HANDLE,detail,ucs_synonym_zh
锄头,GARDEN,detail,ucs_synonym_zh
锅鼓,PERCUSSION,detail,ucs_synonym_zh
锉刀,HAND,detail,ucs_synonym_zh
错误启动,JALOPY,detail,ucs_synonym_zh
锤子,HAND,detail,ucs_synonym_zh
键入,CLICK,detail,ucs_synonym_zh
键盘,TELEPHONE,detail,ucs_synonym_zh
锯子,GARDEN,detail,ucs_synonym_zh
镊子,MEDICAL,detail,ucs_synonym_zh
镰刀,SWORD,detail,ucs_synonym_zh
长声尖叫,SOURCE,detail,ucs_synonym_zh
长尾小鹦鹉,TROPICAL,detail,ucs_synonym_zh
长弓,BOW,detail,ucs_synonym_zh
长曲棍球,FIELD,detail,ucs_synonym_zh
长枪,POLEARM,detail,ucs_synonym_zh
长柄斧,POLEARM,detail,ucs_synonym_zh
长椅,FURNITURE,detail,ucs_synonym_zh
长步枪,ANTIQUE,detail,ucs_synonym_zh
长毛猫,CAT DOMESTIC,detail,ucs_synonym_zh
长毛象,BEAST,detail,ucs_synonym_zh
长臂猿,PRIMATE,detail,ucs_synonym_zh
长袍,FASHION,detail,ucs_synonym_zh
长途巴士,BUS,detail,ucs_synonym_zh
长颈鹿,WILD,detail,ucs_synonym_zh
门吱吱声,CREAK,detail,ucs_synonym_zh
门把手,HARDWARE,detail,ucs_synonym_zh
门栓,LOCK,detail,ucs_synonym_zh
门铃,BUZZER,detail,ucs_synonym_zh
门闩,HARDWARE,detail,ucs_synonym_zh
闩锁,LATCH,detail,ucs_synonym_zh
闪亮,SHIMMER,detail,ucs_synonym_zh
闪电,THUNDER,detail,ucs_synonym_zh
闪电战,WARFARE,detail,ucs_synonym_zh
闪白,SWISH,detail,ucs_synonym_zh
闪耀,SHIMMER,detail,ucs_synonym_zh
闪闪发光,SHIMMER,detail,ucs_synonym_zh
闭门器,HYDRAULIC & PNEUMATIC,detail,ucs_synonym_zh
闲逛,CROWD,detail,ucs_synonym_zh
间谍枪,HITECH,detail,ucs_synonym_zh
闹钟,CLOCK,detail,ucs_synonym_zh
阔剑,SWORD,detail,ucs_synonym_zh
阔叶林,FOREST,detail,ucs_synonym_zh
防波堤,WAVE,detail,ucs_synonym_zh
防蝇纸,TAPE,detail,ucs_synonym_zh
阵风,GUST,detail,ucs_synonym_zh
阻力带,GYM,detail,ucs_synonym_zh
阿嚏,SNEEZE,detail,ucs_synonym_zh
阿尔卑斯号角,TRADITIONAL,detail,ucs_synonym_zh
阿贡锣,BELLS,detail,ucs_synonym_zh
阿里萨卡步枪,RIFLE,detail,ucs_synonym_zh
陆行艇,VEHICLE,detail,ucs_synonym_zh
降落伞,FLAP,detail,ucs_synonym_zh
除湿机,APPLIANCE,detail,ucs_synonym_zh
除草机,GARDEN,detail,ucs_synonym_zh
除餐厅外其他室内或室外公共场所,PUBLIC PLACE,detail,ucs_synonym_zh
陵墓,STONE,detail,ucs_synonym_zh
隆隆作响,EARTHQUAKE,detail,ucs_synonym_zh
隆隆声,RUMBLE,detail,ucs_synonym_zh
随身听,AUDIO VISUAL,detail,ucs_synonym_zh
隐形轰炸机,MILITARY,detail,ucs_synonym_zh
隔间,OFFICE,detail,ucs_synonym_zh
难以忘怀,EERIE,detail,ucs_synonym_zh
雅马哈,SYNTHESIZED,detail,ucs_synonym_zh
集会,PROTEST,detail,ucs_synonym_zh
集市,MARKET,detail,ucs_synonym_zh
集结,BATTLE,detail,ucs_synonym_zh
雉鸡,FOWL,detail,ucs_synonym_zh
雨刷,MECHANISM,detail,ucs_synonym_zh
雨声器,SHAKEN,detail,ucs_synonym_zh
雨夹雪,HAIL,detail,ucs_synonym_zh
雨林,FOREST,detail,ucs_synonym_zh
雨水,CONCRETE,detail,ucs_synonym_zh
雨水渠,DRAIN,detail,ucs_synonym_zh
雨水落在植物,VEGETATION,detail,ucs_synonym_zh
雨篷,CLOTH,detail,ucs_synonym_zh
雪地摩托,MISC,detail,ucs_synonym_zh
雪山,ALPINE,detail,ucs_synonym_zh
雪崩,CRASH & DEBRIS,detail,ucs_synonym_zh
雪橇铃,BELL,detail,ucs_synonym_zh
雪球,CRASH & DEBRIS,detail,ucs_synonym_zh
雪豹,CAT WILD,detail,ucs_synonym_zh
雪飘,IMPACT,detail,ucs_synonym_zh
零件箱,PLASTIC,detail,ucs_synonym_zh
零钱,COIN,detail,ucs_synonym_zh
雷声,THUNDER,detail,ucs_synonym_zh
雷暴,STORM,detail,ucs_synonym_zh
雷鸟,MILITARY,detail,ucs_synonym_zh
雷龙,DINOSAUR,detail,ucs_synonym_zh
雾喇叭,AIR POWERED,detail,ucs_synonym_zh
雾气,STEAM,detail,ucs_synonym_zh
霰弹枪,SHOTGUN,detail,ucs_synonym_zh
霹雳,THUNDER,detail,ucs_synonym_zh
青少年,CHILD,detail,ucs_synonym_zh
青蛙,SWAMP,detail,ucs_synonym_zh
静噪,TRANSCEIVER,detail,ucs_synonym_zh
非人类叫声,VOCAL,detail,ucs_synonym_zh
面包箱,CONTAINER,detail,ucs_synonym_zh
面包车,INTERIOR,detail,ucs_synonym_zh
革命,PROTEST,detail,ucs_synonym_zh
靴子,FASHION,detail,ucs_synonym_zh
鞋子,FASHION,detail,ucs_synonym_zh
鞭子,WHIP,detail,ucs_synonym_zh
音乐会,CHEERING,detail,ucs_synonym_zh
音乐循环,LOOP,detail,ucs_synonym_zh
音乐盒,TOY,detail,ucs_synonym_zh
音乐短乐句,STINGER,detail,ucs_synonym_zh
音响喇叭,FUTZED,detail,ucs_synonym_zh
音律,TONAL,detail,ucs_synonym_zh
音色,TONAL,detail,ucs_synonym_zh
音调,TONAL,detail,ucs_synonym_zh
預告片中的嗖嗖,WHOOSH,detail,ucs_synonym_zh
项链,JEWELRY,detail,ucs_synonym_zh
