raw,canonical_guess,kind,slot_guess,record_count,field_hit_count,example_count,score,decision,reason,source_fields,example_1,example_2,example_3,catid_samples,category_samples,source_files,fx_name_hits,description_hits,keywords_hits,filename_hits,field_quality,example_quality,category_alignment,existing_canonical_status,approved_for_ai,qa_flags
rock,Rock,token,unknown,286,464,3,30,reject,record_count>=100 +15; field_diversity>=1.5 +10; appears_in_fx_name +15; category_aligned +10; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Rock Bar Bell 14KG Gravel"",""description"":""Sharp and high, ringing hit. Very subtle rock debris in tail."",""category"":""GUNS/CANNON"",""cat_id"":""ROCKImpt""}","{""fx_name"":""Rock Bar Bell 14KG Gravel Large"",""description"":""Sharp and tight hit with some rock debris."",""category"":""GUNS/CANNON"",""cat_id"":""ROCKImpt""}","{""fx_name"":""Rock Gravel Constant"",""description"":""Continuous movement of small stones."",""category"":""GUNS/CANNON"",""cat_id"":""ROCKImpt""}",ROCKImpt,GUNS/CANNON,00_Cannons_CK_Metadata.xlsx#CACK,20,0,0,0,high,high,aligned,existing_unknown,no,rejected_evidence
calm,Calm,token,unknown,285,630,3,20,reject,record_count>=100 +15; field_diversity>=1.5 +10; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""City Residential Area Calm Netherlands"",""description"":""MAASTRICHT - Calm residential area with ventilation hum. Slight wind in trees throughout. Occasional dish clatter. Bicycle and car at times…"",""category"":""AMBIENCE/SUBURBAN"",""cat_id"":""AMBSubn""}","{""fx_name"":""Countryside Morning Traffic Calm Belgium"",""description"":""VRIJSTRAAT - Countryside road in the morning. Different birds chirping and hooting throughout. Occasional rooster crowing. Siren at times.…"",""category"":""AMBIENCE/TRAFFIC"",""cat_id"":""AMBTraf""}","{""fx_name"":""Countryside Village Calm Night Belgium"",""description"":""VRIJSTRAAT - Calm countryside village at night. Crickets throughout. Distant glass and metal impacts at times. Semi-distant traffic hum. No…"",""category"":""AMBIENCE/RURAL"",""cat_id"":""AMBRurl""}",AMBRurl; AMBTrop; AMBSea; AMBSubn; AMBTraf,AMBIENCE/RURAL; AMBIENCE/TROPICAL; AMBIENCE/SEASIDE; AMBIENCE/SUBURBAN; AMBIENCE/TRAFFIC,00_3DS07_European_Life_Metadata_Stereo.xlsx#3DS07 European Life 2.0; 00_3DS13_Tropical_Jungle_Stereo_Metadata.xlsx#3DS13 Tropical Stereo,20,0,0,0,medium,high,weak,existing_unknown,no,category_mismatch;duplicate_examples;rejected_evidence
skeleton,Skeleton,token,unknown,285,286,3,10,reject,record_count>=100 +15; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=1; description=19; keywords=0; filename=0,"{""fx_name"":""Skeleton Key"",""description"":""UI tick that conveys movement or access, characterised by a skeleton or bone-like characteristic."",""category"":""USER INTERFACE/MISC"",""cat_id"":""UIMvmt""}","{""fx_name"":""Croaky Alerted"",""description"":""Ghoul, Zombie, Skeleton, Undead, Mummy. Female voice, throaty moaning."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}","{""fx_name"":""Croaky Attack"",""description"":""Ghoul, Zombie, Skeleton, Undead, Mummy. Female voice, throaty hiss."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}",CREAHmn; UIMvmt,CREATURES/HUMANOID; USER INTERFACE/MISC,00_Creatures_Humanoid_CK_Metadata.xlsx#CRHCK; 00_Casual_UI_DS_Metadata.xlsx#DS,1,19,0,0,medium,medium,weak,existing_unknown,no,category_mismatch;duplicate_examples;rejected_evidence
mummy,Mummy,token,unknown,284,284,3,0,reject,record_count>=100 +15; unknown_generic_token -20; policy=unknown,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Crazy Alerted"",""description"":""Mutate, Zombie, Mummy, Undead. Male voice, gasping and grunting throaty, wet and slimy."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}","{""fx_name"":""Crazy Attack"",""description"":""Mutate, Zombie, Mummy, Undead. Male voice, gasping and grunting short, throaty, wet and slimy."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}","{""fx_name"":""Crazy Attack Long"",""description"":""Mutate, Zombie, Mummy, Undead. Male voice, gasping and grunting long, throaty, wet and slimy."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}",CREAHmn,CREATURES/HUMANOID,00_Creatures_Humanoid_CK_Metadata.xlsx#CRHCK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
wild,Wild,token,unknown,283,285,3,20,reject,record_count>=100 +15; appears_in_fx_name +15; category_aligned +10; unknown_generic_token -20; policy=unknown,fx_name=4; description=16; keywords=0; filename=0,"{""fx_name"":""Call Of The Wild"",""description"":""Short whoosh with soft hissing."",""category"":""DESIGNED/STINGER"",""cat_id"":""DSGNStngr""}","{""fx_name"":""Wild Crumble"",""description"":""Chaotic, fragmented movement with rough, crumbling textures."",""category"":""DESIGNED/MISC"",""cat_id"":""DSGNMisc""}","{""fx_name"":""Wild Smash"",""description"":""Uncontrolled, broad impact punch with noise layer and unfiltered distortion."",""category"":""FIGHT/IMPACT"",""cat_id"":""FGHTImpt""}",ANMLWild; FGHTImpt; DSGNStngr; DSGNMisc,ANIMALS/WILD; FIGHT/IMPACT; DESIGNED/STINGER; DESIGNED/MISC,00_Alien_Life_CK_Metadata.xlsx#ALCK; 00_Violent_Combat_DS_Metadata.xlsx#VCDS; 00_Cinematic_Expressions_DS_Metadata.xlsx#CXDS Metadata; 00_Superheroes_Speed_and_Strength_CK_Metadata.xlsx#SHCK,4,16,0,0,medium,high,aligned,existing_unknown,no,rejected_evidence
screeching,Screeching,token,unknown,281,283,3,10,reject,record_count>=100 +15; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Screeching Alerted"",""description"":""Ghoul, Zombie, Skeleton, Undead, Mummy, Ghost, Spirit, Paranormal. Male voice, short and eerie inward squeal."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}","{""fx_name"":""Screeching Attack"",""description"":""Ghoul, Zombie, Skeleton, Undead, Mummy, Ghost, Spirit, Paranormal. Male voice, short and aggressive inward squeal."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}","{""fx_name"":""Screeching Attack Long"",""description"":""Ghoul, Zombie, Skeleton, Undead, Mummy, Ghost, Spirit, Paranormal. Male voice, long and aggressive inward squeal."",""category"":""CREATURES/HUMANOID"",""cat_id"":""CREAHmn""}",CREAHmn,CREATURES/HUMANOID,00_Creatures_Humanoid_CK_Metadata.xlsx#CRHCK,20,0,0,0,medium,high,weak,existing_unknown,no,category_mismatch;duplicate_examples;rejected_evidence
times,Times,token,unknown,280,280,3,0,reject,record_count>=100 +15; unknown_generic_token -20; policy=unknown,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Forest Drips"",""description"":""raindrops fall from the canopy and hit the forest floor in a deciduous forest creating sporratic crackling drips. Occasional birds heard at…"",""category"":""RAIN/VEGETATION"",""cat_id"":""RAINVege""}","{""fx_name"":""Hail Start Stop"",""description"":""Hail of moderate size begins and subsides in an open alpine meadow. Faint birds heard at times."",""category"":""WEATHER/HAIL"",""cat_id"":""HAIL""}","{""fx_name"":""Heavy Forest Leaves"",""description"":""A heavy rain falls in a deciduous forest, creating various textures and tones as it hits leaves and drops to the understory. Rain intensity…"",""category"":""RAIN/VEGETATION"",""cat_id"":""RAINVege""}",RAINVege; STORM; HAIL,RAIN/VEGETATION; WEATHER/STORM; WEATHER/HAIL,00_3DS14_Thunderstorm_Chaser_Stereo_Metadata.xlsx#3DS14 Stereo,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;rejected_evidence
bell,Bell,token,unknown,278,582,3,30,reject,record_count>=100 +15; field_diversity>=1.5 +10; appears_in_fx_name +15; category_aligned +10; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Hand Bell"",""description"":""Resonant rattle of a hand bell's movements."",""category"":""MUSICAL/BELLS"",""cat_id"":""MUSCBell""}","{""fx_name"":""Iron Bell"",""description"":""Resonant rattle of an iron bell's movements."",""category"":""MUSICAL/BELLS"",""cat_id"":""MUSCBell""}","{""fx_name"":""Brass Bell 1 Hit High"",""description"":""Bright brass bell strike with crisp tone and quick resonance."",""category"":""MUSICAL/BELLS"",""cat_id"":""MUSCBell""}",MUSCBell,MUSICAL/BELLS,00_Magic_Alchemy_CK_Metadata.xlsx#MALCK; 00_Casual_UI_CK_Metadata.xlsx#CK,20,0,0,0,high,high,aligned,existing_unknown,no,rejected_evidence
smooth,Smooth,token,unknown,277,299,3,10,reject,record_count>=100 +15; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=9; description=11; keywords=0; filename=0,"{""fx_name"":""Smooth Oscillator Sweep Bubble"",""description"":""Tonal sound with smooth oscillator sweep and bubble effect."",""category"":""DESIGNED/TONAL"",""cat_id"":""DSGNTonl""}","{""fx_name"":""Gritty Rock Scrape Smooth"",""description"":""Smooth, continuous scrape on gritty rock."",""category"":""ROCKS/FRICTION"",""cat_id"":""""}","{""fx_name"":""Gritty Rock Scrape Smooth Long"",""description"":""Smooth, extended scrape on gritty rock."",""category"":""ROCKS/FRICTION"",""cat_id"":""""}",GUNCano; DSGNTonl; PLASFric; METLMvmt; DSGNSynth,#REF!/#REF!; ROCKS/FRICTION; METAL/IMPACT; DESIGNED/TONAL; ROCKS/IMPACT,00_Cannons_CK_Metadata.xlsx#Kopie von CANNONS Shots DS; 00_Cinematic_Impacts_CK_Metadata.xlsx#CICK; 00_Anime_Essentials_Metadata.xlsx#Anime; 00_Magic_Wisp_CK_Metadata.xlsx#MAWCK; 00_SciFi_Momentum_Metadata_CK.xlsx#CK,9,11,0,0,medium,high,weak,existing_unknown,no,category_mismatch;duplicate_examples;rejected_evidence
energy,Energy,token,unknown,271,476,3,30,reject,record_count>=100 +15; field_diversity>=1.5 +10; appears_in_fx_name +15; category_aligned +10; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Energy Unleashing"",""description"":""Power discharge, electromagnetic waves release."",""category"":""SCIFI/ENERGY"",""cat_id"":""SCIEnrg""}","{""fx_name"":""Energy Drain"",""description"":""Wobbling and warping pass by movement with additional buzzing and hissing elements."",""category"":""SCIFI/ENERGY"",""cat_id"":""SCIEnrg""}","{""fx_name"":""Energy Pull"",""description"":""Warping and fluttering elements with additional movement and tonal elements."",""category"":""SCIFI/ENERGY"",""cat_id"":""SCIEnrg""}",SCIEnrg; DSGNMisc; WHSH; DSGNSynth,SCIFI/ENERGY; DESIGNED/MISC; SWOOSHES/WHOOSH; DESIGNED/SYNTHETIC,00_SciFi_Momentum_Metadata_CK.xlsx#CK; 00_Cinematic_Motion_Metadata_CK.xlsx#CMCK; 00_SciFi_Momentum_Metadata_DS.xlsx#DS; 00_MATTER_Metadata.xlsx#MATTER; 00_Anime_Essentials_Metadata.xlsx#Anime,20,0,0,0,medium,high,mixed,existing_unknown,no,category_mixed;duplicate_examples;rejected_evidence
facing,Facing,token,unknown,271,271,3,0,reject,record_count>=100 +15; unknown_generic_token -20; policy=unknown,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""Incoming"",""description"":""Slow, inward facing whoosh with heavy low and intense high elements."",""category"":""SWOOSHES/WHOOSH"",""cat_id"":""WHSH""}","{""fx_name"":""Agony 3m"",""description"":""A squad of 10 women performing a wailing scream. Recorded in an open field with an indirect MS setup very close facing away from the crowd."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}","{""fx_name"":""Beg 01 3m"",""description"":""A squad of 10 women whining and whimpering. Recorded in an open field with an indirect MS setup very close facing away from the crowd."",""category"":""CROWDS/BATTLE"",""cat_id"":""CRWDBatl""}",CRWDBatl; WHSH,CROWDS/BATTLE; SWOOSHES/WHOOSH,00_Crowds_War_And_Battle_Metadata.xlsx#Crowds - War & Battle; 00_Cinematic_Motion_Metadata_DS.xlsx#CMDS,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;duplicate_examples;rejected_evidence
throaty,Throaty,token,unknown,269,311,3,10,reject,record_count>=100 +15; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Camel Growl Male Throaty Long"",""description"":""Domestic, Bactrian, Mammal. Agitated, deep, throaty groaning and growling."",""category"":""ANIMALS/MISC"",""cat_id"":""ANMLMisc""}","{""fx_name"":""Camel Growl Male Throaty Very Short"",""description"":""Domestic, Bactrian, Mammal. Agitated, short, throaty groaning and growling."",""category"":""ANIMALS/MISC"",""cat_id"":""ANMLMisc""}","{""fx_name"":""Camel Guttural Growl Female Throaty"",""description"":""Domestic, Bactrian, Mammal. Calm, throaty growling and groaning with movement."",""category"":""ANIMALS/MISC"",""cat_id"":""ANMLMisc""}",CREAHmn; ANMLMisc,CREATURES/HUMANOID; ANIMALS/MISC,00_Creatures_Humanoid_CK_Metadata.xlsx#CRHCK; 00_Alien_Life_CK_Metadata.xlsx#ALCK,20,0,0,0,medium,high,weak,existing_unknown,no,category_mismatch;duplicate_examples;rejected_evidence
semi,Semi,token,unknown,267,267,3,0,reject,record_count>=100 +15; unknown_generic_token -20; policy=unknown,fx_name=0; description=0; keywords=20; filename=0,"{""fx_name"":"""",""description"":""Sharp screeching and scraping in short motions."",""category"":""TOYS/MECHANICAL"",""cat_id"":""""}","{""fx_name"":"""",""description"":""Two heavy and hollow clicks, with light scrape like sound."",""category"":""TOYS/MECHANICAL"",""cat_id"":""""}","{""fx_name"":"""",""description"":""Single click, like a soft and deep hit on a textured ground."",""category"":""TOYS/MECHANICAL"",""cat_id"":""""}",,TOYS/MECHANICAL,00_Toy_Guns_Metadata.xlsx#Toy Guns,0,0,20,0,medium,high,weak,existing_unknown,no,category_mismatch;rejected_evidence
growling,Growling,token,unknown,265,265,3,0,reject,record_count>=100 +15; unknown_generic_token -20; policy=unknown,fx_name=0; description=19; keywords=1; filename=0,"{""fx_name"":"""",""description"":""Rock falls quickly down slope and impacts sharply and thunderously with surface. Muffled."",""category"":""SWOOSHES/WHOOSH"",""cat_id"":""""}","{""fx_name"":""Camel Groan Male Angry Short"",""description"":""Domestic, Bactrian, Mammal. Deep, aggressive growling and groaning."",""category"":""ANIMALS/MISC"",""cat_id"":""ANMLMisc""}","{""fx_name"":""Camel Groan Male Bellow Deep Low Soft"",""description"":""Domestic, Bactrian, Mammal. Deep, low, throaty moaning, growling and groaning."",""category"":""ANIMALS/MISC"",""cat_id"":""ANMLMisc""}",ANMLMisc; ANMLDog,ANIMALS/MISC; ANIMALS/DOG; SWOOSHES/WHOOSH,00_Alien_Life_CK_Metadata.xlsx#ALCK; 00_Mutate_Organic_DS.xlsx#MODS,0,19,1,0,medium,medium,weak,existing_unknown,no,category_mismatch;rejected_evidence
microphones,Microphones,token,unknown,265,265,3,0,reject,record_count>=100 +15; unknown_generic_token -20; policy=unknown,fx_name=0; description=20; keywords=0; filename=0,"{""fx_name"":""16 Pounder 3m"",""description"":""Antique artillery, historic cannon, cal 27mm. AB with dynamic microphones positioned 3m away from the cannon."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}","{""fx_name"":""16 Pounder 4m"",""description"":""Antique artillery, historic cannon, cal 27mm. Hammerhead microphones positioned 4m away from the cannon."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}","{""fx_name"":""18 Pounder 3m"",""description"":""Antique artillery, historic cannon, cal 56mm. AB with dynamic microphones positioned 3m away from the cannon."",""category"":""GUNS/CANNON"",""cat_id"":""GUNCano""}",GUNCano,GUNS/CANNON,00_Cannons_CK_Metadata.xlsx#CACK,0,20,0,0,low,low,weak,existing_unknown,no,description_only;category_mismatch;rejected_evidence
release,Release,token,unknown,265,381,3,10,reject,record_count>=100 +15; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""High Tone Hit Release"",""description"":""Pressurised release of high-pitched tonal impact."",""category"":""DESIGNED/MISC"",""cat_id"":""DSGNMisc""}","{""fx_name"":""Glass Air Release Tonal"",""description"":""Tonal air release from glass submerged in a liquid medium."",""category"":""WATER/BUBBLES"",""cat_id"":""WATRBubl""}","{""fx_name"":""Large Button Release Chunky"",""description"":""Plastic tick characterized by its robust and tactile nature."",""category"":""USER INTERFACE/CLICK"",""cat_id"":""UIClick""}",WATRBubl; UIClick; DSGNMisc; EXPLDsgn,WATER/BUBBLES; USER INTERFACE/CLICK; DESIGNED/MISC; EXPLOSIONS/DESIGNED,00_Magic_Alchemy_CK_Metadata.xlsx#MALCK; 00_Casual_UI_CK_Metadata.xlsx#CK; 00_Anime_Essentials_Metadata.xlsx#Anime; 00_MATTER_Metadata.xlsx#MATTER,20,0,0,0,medium,high,weak,existing_unknown,no,category_mismatch;rejected_evidence
stop,Stop,token,unknown,265,367,3,10,reject,record_count>=100 +15; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown; governed_aliases=1,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Hail Start Stop"",""description"":""Hail of moderate size begins and subsides in an open alpine meadow. Faint birds heard at times."",""category"":""WEATHER/HAIL"",""cat_id"":""HAIL""}","{""fx_name"":""Start Stop"",""description"":""A pleasant rain slowly starts, increases, then slowly stops in an alpine meadow. Rain strikes dry foliage and exposed earth. Distant birds…"",""category"":""RAIN/VEGETATION"",""cat_id"":""RAINVege""}","{""fx_name"":""Metal Chain Swing Stop"",""description"":""Metallic rattling and clanging."",""category"":""GUNS/CANNON"",""cat_id"":""CHAINMvmt""}",GUNCano; HAIL; RAINVege; CHAINMvmt; WOODMvmt,#REF!/#REF!; GUNS/CANNON; WEATHER/HAIL; RAIN/VEGETATION; USER INTERFACE/MISC,00_Cannons_CK_Metadata.xlsx#CANNONS Foley; 00_Cannons_DS_Metadata.xlsx#CANNONS Foley; 00_SciFi_Momentum_Metadata_CK.xlsx#CK; 00_3DS14_Thunderstorm_Chaser_Stereo_Metadata.xlsx#3DS14 Stereo; 00_Cannons_CK_Metadata.xlsx#CACK,20,0,0,0,medium,high,weak,existing_keep,no,category_mismatch;duplicate_examples;rejected_evidence
modulated,Modulated,token,unknown,264,548,3,20,reject,record_count>=100 +15; field_diversity>=1.5 +10; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=20; description=0; keywords=0; filename=0,"{""fx_name"":""Piglet Squeal Modulated"",""description"":""Domestic, Farm, Swine, Mammal. Desperate high squealing and screaming with movement."",""category"":""ANIMALS/FARM"",""cat_id"":""ANMLFarm""}","{""fx_name"":""Frequency Modulated Madness"",""description"":""Extended movement with intense frequency modulation."",""category"":""DESIGNED/MISC"",""cat_id"":""DSGNMisc""}","{""fx_name"":""Light Ping Modulated"",""description"":""Light ping jolt with modulation."",""category"":""DESIGNED/MISC"",""cat_id"":""DSGNMisc""}",DSGNMisc; DSGNSynth; DSGNTonl; DSGNWhsh; GUNCano,DESIGNED/MISC; DESIGNED/SYNTHETIC; DESIGNED/TONAL; DESIGNED/WHOOSH; GUNS/CANNON,00_Anime_Essentials_Metadata.xlsx#Anime; 00_Cannons_CK_Metadata.xlsx#CACK; 00_Alien_Life_CK_Metadata.xlsx#ALCK; 00_Brute_Force_Metadata.xlsx#Brute Force,20,0,0,0,medium,high,weak,existing_unknown,no,category_mismatch;rejected_evidence
hits,Hits,token,unknown,263,283,3,10,reject,record_count>=100 +15; appears_in_fx_name +15; unknown_generic_token -20; policy=unknown,fx_name=8; description=9; keywords=3; filename=0,"{""fx_name"":""Scrape Hits"",""description"":""Wooden objects scraping against each other with hits."",""category"":""WOOD/IMPACT"",""cat_id"":""WOODImpt""}","{""fx_name"":""Gong Hard Hits Rubber Mallet"",""description"":""Soft and vibrating sound with feedback."",""category"":""MUSICAL/PERCUSSION"",""cat_id"":""MUSCPerc""}","{""fx_name"":""Gong Hits Low Soft"",""description"":""Soft and trembling vibration with feedback."",""category"":""MUSICAL/PERCUSSION"",""cat_id"":""MUSCPerc""}",MUSCPerc; DSGNMisc; DSGNDist; WOODImpt; DSGNImpt,DESIGNED/MISC; MUSICAL/PERCUSSION; DESIGNED/DISTORTION; WOOD/IMPACT; DESIGNED/IMPACT,00_Brute_Force_Metadata.xlsx#Brute Force; 00_Cinematic_Expressions_CK_Metadata.xlsx#CXCK Metadata; 00_Mutate_Organic_CK.xlsx#MOCK; 00_Casual_UI_CK_Metadata.xlsx#CK; 00_MATTER_Metadata.xlsx#MATTER,8,9,3,0,medium,high,weak,existing_unknown,no,category_mismatch;rejected_evidence
